"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7108","Successful login with valid credentials","","Mon Jul 28 09:48:58 IST 2025","passed","Mon Jul 28 09:49:05 IST 2025","","Login functionality","Successful login with valid credentials",""
